Start Time		2010-01-01	2011-01-01	2012-01-01	2013-01-01	2014-01-01	2015-01-01	2016-01-01	2017-01-01	2018-01-01	2019-01-01	2020-01-01	2021-01-01	2022-01-01	2023-01-01	2024-01-01	2025-01-01	2026-01-01	2027-01-01	2028-01-01	2029-01-01	2030-01-01	2031-01-01	2032-01-01	2033-01-01	2034-01-01	2035-01-01	2036-01-01	2037-01-01	2038-01-01	2039-01-01	2040-01-01	2041-01-01	2042-01-01	2043-01-01	2044-01-01	2045-01-01	2046-01-01	2047-01-01	2048-01-01	2049-01-01	2050-01-01	2051-01-01	2052-01-01	2053-01-01	2054-01-01	2055-01-01	2056-01-01	2057-01-01	2058-01-01	2059-01-01	2060-01-01	2061-01-01	2062-01-01	2063-01-01	2064-01-01	2065-01-01	2066-01-01	2067-01-01	2068-01-01	2069-01-01	2070-01-01	2071-01-01	2072-01-01	2073-01-01	2074-01-01	2075-01-01	2076-01-01	2077-01-01	2078-01-01	2079-01-01	2080-01-01	2081-01-01	2082-01-01	2083-01-01	2084-01-01	2085-01-01	2086-01-01	2087-01-01	2088-01-01	2089-01-01	2090-01-01	2091-01-01	2092-01-01	2093-01-01	2094-01-01	2095-01-01	2096-01-01	2097-01-01	2098-01-01	2099-01-01	2100-01-01
DE Onshore 2966 NS 52.5 7.5 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	52.06060606	104.3636364	157.2332016	207.5757576	257.0727273	305.4545455	345.6397306	381.5324675	408.9780564	433.1515152	431.6666667	432.969697	431.0909091	429.969697	430.8484848	429.3333333	428.969697	432.1515152	435.0909091	432.4848485	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303
DE Onshore 2970 NS 52.5 10.0 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	52.06060606	104.3636364	157.2332016	207.5757576	257.0727273	305.4545455	345.6397306	381.5324675	408.9780564	433.1515152	431.6666667	432.969697	431.0909091	429.969697	430.8484848	429.3333333	428.969697	432.1515152	435.0909091	432.4848485	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303
DE Onshore 2971 NS 52.5 10.625 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	52.06060606	104.3636364	157.2332016	207.5757576	257.0727273	305.4545455	345.6397306	381.5324675	408.9780564	433.1515152	431.6666667	432.969697	431.0909091	429.969697	430.8484848	429.3333333	428.969697	432.1515152	435.0909091	432.4848485	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303
DE Onshore 3055 NS 53.0 7.5 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	52.06060606	104.3636364	157.2332016	207.5757576	257.0727273	305.4545455	345.6397306	381.5324675	408.9780564	433.1515152	431.6666667	432.969697	431.0909091	429.969697	430.8484848	429.3333333	428.969697	432.1515152	435.0909091	432.4848485	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303
DE Onshore 3057 NS 53.0 8.75 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	52.06060606	104.3636364	157.2332016	207.5757576	257.0727273	305.4545455	345.6397306	381.5324675	408.9780564	433.1515152	431.6666667	432.969697	431.0909091	429.969697	430.8484848	429.3333333	428.969697	432.1515152	435.0909091	432.4848485	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303
DE Onshore 3058 NS 53.0 9.375 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	52.06060606	104.3636364	157.2332016	207.5757576	257.0727273	305.4545455	345.6397306	381.5324675	408.9780564	433.1515152	431.6666667	432.969697	431.0909091	429.969697	430.8484848	429.3333333	428.969697	432.1515152	435.0909091	432.4848485	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303
DE Onshore 3059 NS 53.0 10.0 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	52.06060606	104.3636364	157.2332016	207.5757576	257.0727273	305.4545455	345.6397306	381.5324675	408.9780564	433.1515152	431.6666667	432.969697	431.0909091	429.969697	430.8484848	429.3333333	428.969697	432.1515152	435.0909091	432.4848485	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303
DE Onshore 3147 NS 53.5 9.375 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	52.06060606	104.3636364	157.2332016	207.5757576	257.0727273	305.4545455	345.6397306	381.5324675	408.9780564	433.1515152	431.6666667	432.969697	431.0909091	429.969697	430.8484848	429.3333333	428.969697	432.1515152	435.0909091	432.4848485	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303
DE Onshore 2433 RLF 49.5 8.125 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	37.42857143	72.07272727	110.1391304	146.8333333	178.8	208.9846154	234.6296296	256.4571429	273.2896552	288.5333333	286.4	287.3333333	286.0666667	285.3333333	285.8666667	284.8666667	284.6666667	286.7333333	288.7333333	287	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667
DE Onshore 2519 RLF 50.0 6.25 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	37.42857143	72.07272727	110.1391304	146.8333333	178.8	208.9846154	234.6296296	256.4571429	273.2896552	288.5333333	286.4	287.3333333	286.0666667	285.3333333	285.8666667	284.8666667	284.6666667	286.7333333	288.7333333	287	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667
DE Onshore 2520 RLF 50.0 6.875 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	37.42857143	72.07272727	110.1391304	146.8333333	178.8	208.9846154	234.6296296	256.4571429	273.2896552	288.5333333	286.4	287.3333333	286.0666667	285.3333333	285.8666667	284.8666667	284.6666667	286.7333333	288.7333333	287	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667
DE Onshore 2521 RLF 50.0 7.5 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	37.42857143	72.07272727	110.1391304	146.8333333	178.8	208.9846154	234.6296296	256.4571429	273.2896552	288.5333333	286.4	287.3333333	286.0666667	285.3333333	285.8666667	284.8666667	284.6666667	286.7333333	288.7333333	287	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667
DE Onshore 2610 RLF 50.5 7.5 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	37.42857143	72.07272727	110.1391304	146.8333333	178.8	208.9846154	234.6296296	256.4571429	273.2896552	288.5333333	286.4	287.3333333	286.0666667	285.3333333	285.8666667	284.8666667	284.6666667	286.7333333	288.7333333	287	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667	287.2666667
DE Onshore 2883 SA 52.0 11.25 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	66.88095238	127.9545455	187.1086957	243.5	296.3	345.6923077	391.6111111	436.1428571	471.2586207	501	507.75	509.3333333	507.0833333	505.75	506.8333333	505	504.5833333	508.3333333	511.8333333	508.75	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333
DE Onshore 2885 SA 52.0 12.5 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	66.88095238	127.9545455	187.1086957	243.5	296.3	345.6923077	391.6111111	436.1428571	471.2586207	501	507.75	509.3333333	507.0833333	505.75	506.8333333	505	504.5833333	508.3333333	511.8333333	508.75	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333
DE Onshore 2972 SA 52.5 11.25 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	66.88095238	127.9545455	187.1086957	243.5	296.3	345.6923077	391.6111111	436.1428571	471.2586207	501	507.75	509.3333333	507.0833333	505.75	506.8333333	505	504.5833333	508.3333333	511.8333333	508.75	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333
DE Onshore 2973 SA 52.5 11.875 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	66.88095238	127.9545455	187.1086957	243.5	296.3	345.6923077	391.6111111	436.1428571	471.2586207	501	507.75	509.3333333	507.0833333	505.75	506.8333333	505	504.5833333	508.3333333	511.8333333	508.75	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	509.25	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333	601.0833333
DE Onshore 3148 SH 53.5 10.0 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	72.82857143	142.9090909	203.5565217	258.6333333	310.84	360.7846154	402.6814815	440.1142857	469.6137931	497.6	493.3333333	494.8666667	492.7333333	491.4	492.4	490.7333333	490.2666667	493.9333333	497.2666667	494.2666667	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667
DE Onshore 3149 SH 53.5 10.625 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	72.82857143	142.9090909	203.5565217	258.6333333	310.84	360.7846154	402.6814815	440.1142857	469.6137931	497.6	493.3333333	494.8666667	492.7333333	491.4	492.4	490.7333333	490.2666667	493.9333333	497.2666667	494.2666667	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667
DE Onshore 3236 SH 54.0 9.375 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	72.82857143	142.9090909	203.5565217	258.6333333	310.84	360.7846154	402.6814815	440.1142857	469.6137931	497.6	493.3333333	494.8666667	492.7333333	491.4	492.4	490.7333333	490.2666667	493.9333333	497.2666667	494.2666667	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667
DE Onshore 3238 SH 54.0 10.625 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	72.82857143	142.9090909	203.5565217	258.6333333	310.84	360.7846154	402.6814815	440.1142857	469.6137931	497.6	493.3333333	494.8666667	492.7333333	491.4	492.4	490.7333333	490.2666667	493.9333333	497.2666667	494.2666667	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667
DE Onshore 3325 SH 54.5 9.375 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	72.82857143	142.9090909	203.5565217	258.6333333	310.84	360.7846154	402.6814815	440.1142857	469.6137931	497.6	493.3333333	494.8666667	492.7333333	491.4	492.4	490.7333333	490.2666667	493.9333333	497.2666667	494.2666667	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	494.8	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667	584.0666667
