Start Time	2010-01-01	2011-01-01	2012-01-01	2013-01-01	2014-01-01	2015-01-01	2016-01-01	2017-01-01	2018-01-01	2019-01-01	2020-01-01	2021-01-01	2022-01-01	2023-01-01	2024-01-01	2025-01-01	2026-01-01	2027-01-01	2028-01-01	2029-01-01	2030-01-01	2031-01-01	2032-01-01	2033-01-01	2034-01-01	2035-01-01	2036-01-01	2037-01-01	2038-01-01	2039-01-01	2040-01-01	2041-01-01	2042-01-01	2043-01-01	2044-01-01	2045-01-01	2046-01-01	2047-01-01	2048-01-01	2049-01-01	2050-01-01	2051-01-01	2052-01-01	2053-01-01	2054-01-01	2055-01-01	2056-01-01	2057-01-01	2058-01-01	2059-01-01	2060-01-01	2061-01-01	2062-01-01	2063-01-01	2064-01-01	2065-01-01	2066-01-01	2067-01-01	2068-01-01	2069-01-01	2070-01-01	2071-01-01	2072-01-01	2073-01-01	2074-01-01	2075-01-01	2076-01-01	2077-01-01	2078-01-01	2079-01-01	2080-01-01	2081-01-01	2082-01-01	2083-01-01	2084-01-01	2085-01-01	2086-01-01	2087-01-01	2088-01-01	2089-01-01	2090-01-01	2091-01-01	2092-01-01	2093-01-01	2094-01-01	2095-01-01	2096-01-01	2097-01-01	2098-01-01	2099-01-01	2100-01-01	
DE Onshore NS_Thuine 2966 52.5 7.5 85M Generator NWST	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	572.6750643	601.3358237	631.4253223	652.368859	673.300469	693.3172133	698.3446367	699.4799503	690.279018	680.6597297	678.3100497	680.3872497	677.4392587	675.643252	677.0492167	674.6817533	674.1102967	679.081063	683.7343533	679.6162367	680.305613	685.5141277	690.6356942	695.6691244	700.6132975	705.4671607	710.2297295	714.9000874	719.4773859	723.960845	728.3497525	732.6434639	736.8414025	740.9430585	744.9479891	748.8558175	752.6662331	756.3789901	759.9939075	763.510868	766.9298174	770.2507638	773.4737768	776.5989863	779.626582	782.5568121	785.3899822	788.1264547	790.7666471	793.3110313	795.7601325	798.1145273	800.3748435	802.5417582	804.6159965	806.5983307	808.4895786	810.2906024	812.0023072	813.6256397	815.1615873	816.611176	817.9754695	819.255568	820.4526064	821.5677534	822.6022097	823.5572071	824.4340069	825.2338985	825.9581984	826.6082487	827.1854156	827.6910886	828.1266788	828.4936179	828.7933568	829.0273647	829.1971274	829.3041467	0
DE Onshore NS_Ulzen 3060 53.0 10.625 85M Generator NWST	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	572.6750643	601.3358237	631.4253223	652.368859	673.300469	693.3172133	698.3446367	699.4799503	690.279018	680.6597297	678.3100497	680.3872497	677.4392587	675.643252	677.0492167	674.6817533	674.1102967	679.081063	683.7343533	679.6162367	680.305613	685.5141277	690.6356942	695.6691244	700.6132975	705.4671607	710.2297295	714.9000874	719.4773859	723.960845	728.3497525	732.6434639	736.8414025	740.9430585	744.9479891	748.8558175	752.6662331	756.3789901	759.9939075	763.510868	766.9298174	770.2507638	773.4737768	776.5989863	779.626582	782.5568121	785.3899822	788.1264547	790.7666471	793.3110313	795.7601325	798.1145273	800.3748435	802.5417582	804.6159965	806.5983307	808.4895786	810.2906024	812.0023072	813.6256397	815.1615873	816.611176	817.9754695	819.255568	820.4526064	821.5677534	822.6022097	823.5572071	824.4340069	825.2338985	825.9581984	826.6082487	827.1854156	827.6910886	828.1266788	828.4936179	828.7933568	829.0273647	829.1971274	829.3041467	0
DE Onshore NS_Wardenburg 3056 53.0 8.125 85M Generator NWST	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	572.6750643	601.3358237	631.4253223	652.368859	673.300469	693.3172133	698.3446367	699.4799503	690.279018	680.6597297	678.3100497	680.3872497	677.4392587	675.643252	677.0492167	674.6817533	674.1102967	679.081063	683.7343533	679.6162367	680.305613	685.5141277	690.6356942	695.6691244	700.6132975	705.4671607	710.2297295	714.9000874	719.4773859	723.960845	728.3497525	732.6434639	736.8414025	740.9430585	744.9479891	748.8558175	752.6662331	756.3789901	759.9939075	763.510868	766.9298174	770.2507638	773.4737768	776.5989863	779.626582	782.5568121	785.3899822	788.1264547	790.7666471	793.3110313	795.7601325	798.1145273	800.3748435	802.5417582	804.6159965	806.5983307	808.4895786	810.2906024	812.0023072	813.6256397	815.1615873	816.611176	817.9754695	819.255568	820.4526064	821.5677534	822.6022097	823.5572071	824.4340069	825.2338985	825.9581984	826.6082487	827.1854156	827.6910886	828.1266788	828.4936179	828.7933568	829.0273647	829.1971274	829.3041467	0
DE Onshore SA_East 2885 52.0 12.5 85M Generator NWST	365.0853313	365.0853313	365.0853313	365.0853313	365.0853313	365.0853313	365.0853313	365.0853313	365.0853313	365.0853313	365.0853313	374.5536543	375.3543453	382.5136153	389.6242333	395.0880743	399.4490957	402.8154363	407.0538817	404.9130667	400.7966917	406.2007503	407.4446653	405.6792837	404.6037587	405.44571	404.0279727	403.6857603	406.6624653	409.4490527	406.98295	407.395778	410.5148569	413.5818676	416.5960985	419.5568785	422.4635771	425.3156048	428.1124126	430.8534926	433.5383775	436.166641	438.737897	441.2518002	443.7080453	446.1063672	448.4465401	450.7283782	452.9517341	455.1164996	457.2226043	459.2700158	461.258739	463.1888155	465.0603232	466.8733755	468.6281212	470.3247433	471.9634588	473.5445177	475.0682026	476.534828	477.9447392	479.2983122	480.5959523	481.838094	483.0251995	484.1577588	485.236288	486.2613292	487.2334495	488.1532398	489.0213148	489.8383115	490.6048886	491.3217259	491.9895231	492.6089993	493.1808921	493.7059569	494.1849658	494.6187073	495.0079848	495.3536168	495.6564352	495.917285	496.1370237	496.31652	496.4566539	496.558315	496.6224026	0
DE Onshore SA_East 2973 52.5 11.875 85M Generator NWST	365.0853313	365.0853313	365.0853313	365.0853313	365.0853313	365.0853313	365.0853313	365.0853313	365.0853313	365.0853313	365.0853313	374.5536543	375.3543453	382.5136153	389.6242333	395.0880743	399.4490957	402.8154363	407.0538817	404.9130667	400.7966917	406.2007503	407.4446653	405.6792837	404.6037587	405.44571	404.0279727	403.6857603	406.6624653	409.4490527	406.98295	407.395778	410.5148569	413.5818676	416.5960985	419.5568785	422.4635771	425.3156048	428.1124126	430.8534926	433.5383775	436.166641	438.737897	441.2518002	443.7080453	446.1063672	448.4465401	450.7283782	452.9517341	455.1164996	457.2226043	459.2700158	461.258739	463.1888155	465.0603232	466.8733755	468.6281212	470.3247433	471.9634588	473.5445177	475.0682026	476.534828	477.9447392	479.2983122	480.5959523	481.838094	483.0251995	484.1577588	485.236288	486.2613292	487.2334495	488.1532398	489.0213148	489.8383115	490.6048886	491.3217259	491.9895231	492.6089993	493.1808921	493.7059569	494.1849658	494.6187073	495.0079848	495.3536168	495.6564352	495.917285	496.1370237	496.31652	496.4566539	496.558315	496.6224026	0
DE Onshore SA_Magdeburg 2883 52.0 11.25 85M Generator NWST	365.0853313	365.0853313	365.0853313	365.0853313	365.0853313	365.0853313	365.0853313	365.0853313	365.0853313	365.0853313	365.0853313	374.5536543	375.3543453	382.5136153	389.6242333	395.0880743	399.4490957	402.8154363	407.0538817	404.9130667	400.7966917	406.2007503	407.4446653	405.6792837	404.6037587	405.44571	404.0279727	403.6857603	406.6624653	409.4490527	406.98295	407.395778	410.5148569	413.5818676	416.5960985	419.5568785	422.4635771	425.3156048	428.1124126	430.8534926	433.5383775	436.166641	438.737897	441.2518002	443.7080453	446.1063672	448.4465401	450.7283782	452.9517341	455.1164996	457.2226043	459.2700158	461.258739	463.1888155	465.0603232	466.8733755	468.6281212	470.3247433	471.9634588	473.5445177	475.0682026	476.534828	477.9447392	479.2983122	480.5959523	481.838094	483.0251995	484.1577588	485.236288	486.2613292	487.2334495	488.1532398	489.0213148	489.8383115	490.6048886	491.3217259	491.9895231	492.6089993	493.1808921	493.7059569	494.1849658	494.6187073	495.0079848	495.3536168	495.6564352	495.917285	496.1370237	496.31652	496.4566539	496.558315	496.6224026	0
DE Onshore SA_North 3061 53.0 11.25 85M Generator NWST	365.0853313	365.0853313	365.0853313	365.0853313	365.0853313	365.0853313	365.0853313	365.0853313	365.0853313	365.0853313	365.0853313	374.5536543	375.3543453	382.5136153	389.6242333	395.0880743	399.4490957	402.8154363	407.0538817	404.9130667	400.7966917	406.2007503	407.4446653	405.6792837	404.6037587	405.44571	404.0279727	403.6857603	406.6624653	409.4490527	406.98295	407.395778	410.5148569	413.5818676	416.5960985	419.5568785	422.4635771	425.3156048	428.1124126	430.8534926	433.5383775	436.166641	438.737897	441.2518002	443.7080453	446.1063672	448.4465401	450.7283782	452.9517341	455.1164996	457.2226043	459.2700158	461.258739	463.1888155	465.0603232	466.8733755	468.6281212	470.3247433	471.9634588	473.5445177	475.0682026	476.534828	477.9447392	479.2983122	480.5959523	481.838094	483.0251995	484.1577588	485.236288	486.2613292	487.2334495	488.1532398	489.0213148	489.8383115	490.6048886	491.3217259	491.9895231	492.6089993	493.1808921	493.7059569	494.1849658	494.6187073	495.0079848	495.3536168	495.6564352	495.917285	496.1370237	496.31652	496.4566539	496.558315	496.6224026	0
DE Onshore SachsenAnhlat_Halle 2795 51.5 11.875 85M Generator NWST	365.0853313	365.0853313	365.0853313	365.0853313	365.0853313	365.0853313	365.0853313	365.0853313	365.0853313	365.0853313	365.0853313	374.5536543	375.3543453	382.5136153	389.6242333	395.0880743	399.4490957	402.8154363	407.0538817	404.9130667	400.7966917	406.2007503	407.4446653	405.6792837	404.6037587	405.44571	404.0279727	403.6857603	406.6624653	409.4490527	406.98295	407.395778	410.5148569	413.5818676	416.5960985	419.5568785	422.4635771	425.3156048	428.1124126	430.8534926	433.5383775	436.166641	438.737897	441.2518002	443.7080453	446.1063672	448.4465401	450.7283782	452.9517341	455.1164996	457.2226043	459.2700158	461.258739	463.1888155	465.0603232	466.8733755	468.6281212	470.3247433	471.9634588	473.5445177	475.0682026	476.534828	477.9447392	479.2983122	480.5959523	481.838094	483.0251995	484.1577588	485.236288	486.2613292	487.2334495	488.1532398	489.0213148	489.8383115	490.6048886	491.3217259	491.9895231	492.6089993	493.1808921	493.7059569	494.1849658	494.6187073	495.0079848	495.3536168	495.6564352	495.917285	496.1370237	496.31652	496.4566539	496.558315	496.6224026	0
DE Onshore Hessen_Fulda 2613 50.5 9.375 85M Generator NWST	254.7493819	254.7493819	254.7493819	254.7493819	254.7493819	254.7493819	254.7493819	254.7493819	254.7493819	254.7493819	254.7493819	279.2289042	300.9511685	328.2113088	395.067432	481.1879483	568.8692587	646.871478	719.5454363	765.1340267	783.115315	785.6574217	788.063353	784.6488217	782.568584	784.197053	781.4549217	780.7930277	786.550453	791.9401597	787.170322	787.968797	794.001596	799.9336868	805.7636929	811.4903165	817.112338	822.628617	828.0380921	833.3397805	838.5327788	843.616262	848.5894837	853.4517758	858.202548	862.8412871	867.3675572	871.780998	876.0813251	880.2683288	884.3418732	888.3018956	892.1484053	895.8814829	899.501279	903.0080132	906.4019729	909.6835123	912.8530509	915.9110725	918.8581236	921.6948123	924.4218068	927.0398341	929.5496783	931.9521796	934.2482322	936.4387835	938.5248321	940.5074262	942.3876627	944.1666848	945.8456812	947.4258838	948.908567	950.2950452	951.5866721	952.7848385	953.890971	954.9065306	955.8330107	956.6719362	957.4248615	958.0933692	958.6790685	959.1835939	959.6086037	959.9557785	960.2268198	960.4234487	960.5474044	0
DE Onshore Hessen_Kassel 2703 51.0 10.0 85M Generator NWST	254.7493819	254.7493819	254.7493819	254.7493819	254.7493819	254.7493819	254.7493819	254.7493819	254.7493819	254.7493819	254.7493819	279.2289042	300.9511685	328.2113088	395.067432	481.1879483	568.8692587	646.871478	719.5454363	765.1340267	783.115315	785.6574217	788.063353	784.6488217	782.568584	784.197053	781.4549217	780.7930277	786.550453	791.9401597	787.170322	787.968797	794.001596	799.9336868	805.7636929	811.4903165	817.112338	822.628617	828.0380921	833.3397805	838.5327788	843.616262	848.5894837	853.4517758	858.202548	862.8412871	867.3675572	871.780998	876.0813251	880.2683288	884.3418732	888.3018956	892.1484053	895.8814829	899.501279	903.0080132	906.4019729	909.6835123	912.8530509	915.9110725	918.8581236	921.6948123	924.4218068	927.0398341	929.5496783	931.9521796	934.2482322	936.4387835	938.5248321	940.5074262	942.3876627	944.1666848	945.8456812	947.4258838	948.908567	950.2950452	951.5866721	952.7848385	953.890971	954.9065306	955.8330107	956.6719362	957.4248615	958.0933692	958.6790685	959.1835939	959.6086037	959.9557785	960.2268198	960.4234487	960.5474044	0
DE Onshore Hessen_Middle 2702 51.0 9.375 85M Generator NWST	254.7493819	254.7493819	254.7493819	254.7493819	254.7493819	254.7493819	254.7493819	254.7493819	254.7493819	254.7493819	254.7493819	279.2289042	300.9511685	328.2113088	395.067432	481.1879483	568.8692587	646.871478	719.5454363	765.1340267	783.115315	785.6574217	788.063353	784.6488217	782.568584	784.197053	781.4549217	780.7930277	786.550453	791.9401597	787.170322	787.968797	794.001596	799.9336868	805.7636929	811.4903165	817.112338	822.628617	828.0380921	833.3397805	838.5327788	843.616262	848.5894837	853.4517758	858.202548	862.8412871	867.3675572	871.780998	876.0813251	880.2683288	884.3418732	888.3018956	892.1484053	895.8814829	899.501279	903.0080132	906.4019729	909.6835123	912.8530509	915.9110725	918.8581236	921.6948123	924.4218068	927.0398341	929.5496783	931.9521796	934.2482322	936.4387835	938.5248321	940.5074262	942.3876627	944.1666848	945.8456812	947.4258838	948.908567	950.2950452	951.5866721	952.7848385	953.890971	954.9065306	955.8330107	956.6719362	957.4248615	958.0933692	958.6790685	959.1835939	959.6086037	959.9557785	960.2268198	960.4234487	960.5474044	0
DE Onshore NRW_East 2790 51.5 8.75 85M Generator NWST	406.5771617	406.5771617	406.5771617	406.5771617	406.5771617	406.5771617	406.5771617	406.5771617	406.5771617	406.5771617	406.5771617	428.9233723	456.9491743	467.2104937	479.7141373	497.3178697	515.668513	525.5848397	532.9604577	533.8890183	534.311657	537.5416923	539.187815	536.851615	535.4283297	536.5425177	534.666369	534.2135057	538.1526987	541.8403007	538.576809	539.1231203	543.2507221	547.30942	551.2982722	555.2163908	559.0629413	562.8371435	566.5382711	570.1656518	573.7186674	577.1967535	580.5993994	583.926148	587.1765954	590.3503906	593.447235	596.4668825	599.4091383	602.273859	605.0609515	607.7703731	610.40213	612.9562774	615.4329183	617.832203	620.1543281	622.399536	624.5681137	626.6603921	628.6767453	630.6175892	632.4833811	634.2746184	635.9918374	637.6356132	639.2065574	640.7053184	642.1325792	643.4890572	644.7755028	645.9926981	647.1414565	648.2226209	649.237063	650.1856824	651.0694051	651.8891828	652.6459914	653.3408306	653.9747223	654.5487097	655.0638563	655.5212449	655.9219765	656.2671695	656.5579585	656.7954932	656.9809379	657.1154701	657.2002798	0
DE Onshore NRW_Munster 2877 52.0 7.5 85M Generator NWST	406.5771617	406.5771617	406.5771617	406.5771617	406.5771617	406.5771617	406.5771617	406.5771617	406.5771617	406.5771617	406.5771617	428.9233723	456.9491743	467.2104937	479.7141373	497.3178697	515.668513	525.5848397	532.9604577	533.8890183	534.311657	537.5416923	539.187815	536.851615	535.4283297	536.5425177	534.666369	534.2135057	538.1526987	541.8403007	538.576809	539.1231203	543.2507221	547.30942	551.2982722	555.2163908	559.0629413	562.8371435	566.5382711	570.1656518	573.7186674	577.1967535	580.5993994	583.926148	587.1765954	590.3503906	593.447235	596.4668825	599.4091383	602.273859	605.0609515	607.7703731	610.40213	612.9562774	615.4329183	617.832203	620.1543281	622.399536	624.5681137	626.6603921	628.6767453	630.6175892	632.4833811	634.2746184	635.9918374	637.6356132	639.2065574	640.7053184	642.1325792	643.4890572	644.7755028	645.9926981	647.1414565	648.2226209	649.237063	650.1856824	651.0694051	651.8891828	652.6459914	653.3408306	653.9747223	654.5487097	655.0638563	655.5212449	655.9219765	656.2671695	656.5579585	656.7954932	656.9809379	657.1154701	657.2002798	0
DE Onshore NRW_Northwest 2876 52.0 6.875 85M Generator NWST	406.5771617	406.5771617	406.5771617	406.5771617	406.5771617	406.5771617	406.5771617	406.5771617	406.5771617	406.5771617	406.5771617	428.9233723	456.9491743	467.2104937	479.7141373	497.3178697	515.668513	525.5848397	532.9604577	533.8890183	534.311657	537.5416923	539.187815	536.851615	535.4283297	536.5425177	534.666369	534.2135057	538.1526987	541.8403007	538.576809	539.1231203	543.2507221	547.30942	551.2982722	555.2163908	559.0629413	562.8371435	566.5382711	570.1656518	573.7186674	577.1967535	580.5993994	583.926148	587.1765954	590.3503906	593.447235	596.4668825	599.4091383	602.273859	605.0609515	607.7703731	610.40213	612.9562774	615.4329183	617.832203	620.1543281	622.399536	624.5681137	626.6603921	628.6767453	630.6175892	632.4833811	634.2746184	635.9918374	637.6356132	639.2065574	640.7053184	642.1325792	643.4890572	644.7755028	645.9926981	647.1414565	648.2226209	649.237063	650.1856824	651.0694051	651.8891828	652.6459914	653.3408306	653.9747223	654.5487097	655.0638563	655.5212449	655.9219765	656.2671695	656.5579585	656.7954932	656.9809379	657.1154701	657.2002798	0
DE Onshore NRW_SouthWest 2608 50.5 6.25 85M Generator NWST	406.5771617	406.5771617	406.5771617	406.5771617	406.5771617	406.5771617	406.5771617	406.5771617	406.5771617	406.5771617	406.5771617	428.9233723	456.9491743	467.2104937	479.7141373	497.3178697	515.668513	525.5848397	532.9604577	533.8890183	534.311657	537.5416923	539.187815	536.851615	535.4283297	536.5425177	534.666369	534.2135057	538.1526987	541.8403007	538.576809	539.1231203	543.2507221	547.30942	551.2982722	555.2163908	559.0629413	562.8371435	566.5382711	570.1656518	573.7186674	577.1967535	580.5993994	583.926148	587.1765954	590.3503906	593.447235	596.4668825	599.4091383	602.273859	605.0609515	607.7703731	610.40213	612.9562774	615.4329183	617.832203	620.1543281	622.399536	624.5681137	626.6603921	628.6767453	630.6175892	632.4833811	634.2746184	635.9918374	637.6356132	639.2065574	640.7053184	642.1325792	643.4890572	644.7755028	645.9926981	647.1414565	648.2226209	649.237063	650.1856824	651.0694051	651.8891828	652.6459914	653.3408306	653.9747223	654.5487097	655.0638563	655.5212449	655.9219765	656.2671695	656.5579585	656.7954932	656.9809379	657.1154701	657.2002798	0
DE Onshore NRW_West 2697 51.0 6.25 85M Generator NWST	406.5771617	406.5771617	406.5771617	406.5771617	406.5771617	406.5771617	406.5771617	406.5771617	406.5771617	406.5771617	406.5771617	428.9233723	456.9491743	467.2104937	479.7141373	497.3178697	515.668513	525.5848397	532.9604577	533.8890183	534.311657	537.5416923	539.187815	536.851615	535.4283297	536.5425177	534.666369	534.2135057	538.1526987	541.8403007	538.576809	539.1231203	543.2507221	547.30942	551.2982722	555.2163908	559.0629413	562.8371435	566.5382711	570.1656518	573.7186674	577.1967535	580.5993994	583.926148	587.1765954	590.3503906	593.447235	596.4668825	599.4091383	602.273859	605.0609515	607.7703731	610.40213	612.9562774	615.4329183	617.832203	620.1543281	622.399536	624.5681137	626.6603921	628.6767453	630.6175892	632.4833811	634.2746184	635.9918374	637.6356132	639.2065574	640.7053184	642.1325792	643.4890572	644.7755028	645.9926981	647.1414565	648.2226209	649.237063	650.1856824	651.0694051	651.8891828	652.6459914	653.3408306	653.9747223	654.5487097	655.0638563	655.5212449	655.9219765	656.2671695	656.5579585	656.7954932	656.9809379	657.1154701	657.2002798	0
DE Onshore Thuringen 2704 51.0 10.625 85M Generator NWST	214.7665614	214.7665614	214.7665614	214.7665614	214.7665614	214.7665614	214.7665614	214.7665614	214.7665614	214.7665614	214.7665614	215.8571166	216.1677547	225.5291141	236.3097873	247.7772709	257.4806164	256.1565576	254.7739902	250.5133285	246.5673842	245.5699115	246.3219242	245.2546573	244.6044454	245.1134497	244.2563522	244.0494666	245.8490429	247.5336827	246.0427929	246.2923691	248.1780178	250.0321886	251.8544511	253.6443998	255.4016533	257.1258554	258.8166742	260.4738025	262.096958	263.6858827	265.2403434	266.7601313	268.2450619	269.6949747	271.1097335	272.4892256	273.8333623	275.1420779	276.41533	277.6530989	278.8553876	280.0222213	281.153647	282.2497334	283.3105703	284.3362684	285.3269589	286.2827929	287.2039413	288.0905942	288.9429603	289.761267	290.5457594	291.2966999	292.0143682	292.6990604	293.3510886	293.9707804	294.5584786	295.1145407	295.6393381	296.133256	296.5966926	297.0300587	297.4337776	297.8082838	298.1540234	298.4714529	298.7610392	299.0232589	299.2585979	299.4675508	299.6506205	299.8083181	299.9411618	300.0496769	300.1343952	300.1958547	300.2345991	0
DE Onshore Thuringen_Weimar 2705 51.0 11.25 85M Generator NWST	775.4766047	775.4766047	775.4766047	775.4766047	775.4766047	775.4766047	775.4766047	775.4766047	775.4766047	775.4766047	775.4766047	819.7501537	829.3882383	853.3395657	883.29833	900.190982	914.276075	910.5876023	906.5345007	892.3631503	879.5045187	876.5664153	879.250739	875.4411093	873.120166	874.9370663	871.8776407	871.1391587	877.56278	883.5761333	878.2543743	879.1452413	885.8760999	892.4945972	898.9991976	905.3884529	911.6610027	917.8155744	923.8509837	929.7661344	935.5600183	941.2317151	946.7803919	952.2053034	957.5057908	962.6812819	967.7312899	972.6554132	977.4533343	982.1248192	986.6697164	991.0879559	995.3795481	999.5445828	1003.583228	1007.495729	1011.282406	1014.943655	1018.479943	1021.891811	1025.179867	1028.344791	1031.387328	1034.30829	1037.10855	1039.789046	1042.350777	1044.794798	1047.122225	1049.334227	1051.432027	1053.416901	1055.290175	1057.053224	1058.707469	1060.254378	1061.69546	1063.032267	1064.266391	1065.399462	1066.433146	1067.369144	1068.209191	1068.955052	1069.608523	1070.171427	1070.645615	1071.032962	1071.335366	1071.554747	1071.693045	0
DE Onshore RFALZ_North 2610 50.5 7.5 85M Generator NWST	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	367.6868837	370.3598023	397.8884857	412.7122407	418.0179207	422.9361117	422.202666	418.5098773	410.4628257	403.438746	400.2859527	401.5117547	399.7720793	398.7122153	399.5419067	398.1448133	397.807584	400.7409447	403.4869553	401.0567627	401.463579	404.5372402	407.5595913	410.5299312	413.4475984	416.3119719	419.1224704	421.8785531	424.5797195	427.2255092	429.8155017	432.349317	434.8266146	437.2470937	439.6104929	441.91659	444.1652016	446.3561826	448.4894264	450.5648635	452.5824621	454.542227	456.4441991	458.2884553	460.0751073	461.8043017	463.4762188	465.0910725	466.6491092	468.1506073	469.5958768	470.9852579	472.3191211	473.597866	474.8219205	475.9917403	477.107808	478.1706325	479.1807478	480.1387127	481.0451098	481.9005445	482.7056447	483.4610595	484.1674587	484.8255319	485.4359877	485.9995531	486.5169723	486.9890062	487.4164318	487.800041	488.1406402	488.4390491	488.6961007	488.9126396	489.0895223	489.2276156	489.3277964	489.3909508	0
DE Onshore RFLZ_North 2521 50.0 7.5 85M Generator NWST	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	367.6868837	370.3598023	397.8884857	412.7122407	418.0179207	422.9361117	422.202666	418.5098773	410.4628257	403.438746	400.2859527	401.5117547	399.7720793	398.7122153	399.5419067	398.1448133	397.807584	400.7409447	403.4869553	401.0567627	401.463579	404.5372402	407.5595913	410.5299312	413.4475984	416.3119719	419.1224704	421.8785531	424.5797195	427.2255092	429.8155017	432.349317	434.8266146	437.2470937	439.6104929	441.91659	444.1652016	446.3561826	448.4894264	450.5648635	452.5824621	454.542227	456.4441991	458.2884553	460.0751073	461.8043017	463.4762188	465.0910725	466.6491092	468.1506073	469.5958768	470.9852579	472.3191211	473.597866	474.8219205	475.9917403	477.107808	478.1706325	479.1807478	480.1387127	481.0451098	481.9005445	482.7056447	483.4610595	484.1674587	484.8255319	485.4359877	485.9995531	486.5169723	486.9890062	487.4164318	487.800041	488.1406402	488.4390491	488.6961007	488.9126396	489.0895223	489.2276156	489.3277964	489.3909508	0
